80,3,3.048,71.3,4.25727,114.634
100,3,3.048,71.3,4.25727,110.224
4,3,3.048,55.5,4.52492,126.159
5,3,3.048,55.5,4.52492,128.179
6.3,3,3.048,55.5,4.52492,129.569
8,3,3.048,55.5,4.52492,129.949
10,3,3.048,55.5,4.52492,129.329
12.5,3,3.048,55.5,4.52492,127.329
16,3,3.048,55.5,4.52492,124.439
20,3,3.048,55.5,4.52492,123.069
25,3,3.048,55.5,4.52492,122.439
31.5,3,3.048,55.5,4.52492,120.189
40,3,3.048,55.5,4.52492,118.689
50,3,3.048,55.5,4.52492,117.309
63,3,3.048,55.5,4.52492,115.679
80,3,3.048,55.5,4.52492,113.799
100,3,3.048,55.5,4.52492,112.169
3.15,3,3.048,39.6,4.95741,123.312
4,3,3.048,39.6,4.95741,125.472
5,3,3.048,39.6,4.95741,127.632
6.3,3,3.048,39.6,4.95741,129.292
8,3,3.048,39.6,4.95741,129.552
10,3,3.048,39.6,4.95741,128.312
12.5,3,3.048,39.6,4.95741,125.802
16,3,3.048,39.6,4.95741,122.782
20,3,3.048,39.6,4.95741,120.532
25,3,3.048,39.6,4.95741,120.162
31.5,3,3.048,39.6,4.95741,118.922
40,3,3.048,39.6,4.95741,116.792
50,3,3.048,39.6,4.95741,115.792
63,3,3.048,39.6,4.95741,114.042
80,3,3.048,39.6,4.95741,110.652
3.15,3,3.048,31.7,5.29514,123.118
4,3,3.048,31.7,5.29514,125.398
5,3,3.048,31.7,5.29514,127.548
6.3,3,3.048,31.7,5.29514,128.698
8,3,3.048,31.7,5.29514,128.708
10,3,3.048,31.7,5.29514,126.838
12.5,3,3.048,31.7,5.29514,124.838
16,3,3.048,31.7,5.29514,122.088
20,3,3.048,31.7,5.29514,120.088
25,3,3.048,31.7,5.29514,119.598
31.5,3,3.048,31.7,5.29514,118.108
40,3,3.048,31.7,5.29514,115.608
50,3,3.048,31.7,5.29514,113.858
63,3,3.048,31.7,5.29514,109.718
2.5,4,3.048,71.3,4.97773,126.395
3.15,4,3.048,71.3,4.97773,128.175
4,4,3.048,71.3,4.97773,129.575
5,4,3.048,71.3,4.97773,130.715
6.3,4,3.048,71.3,4.97773,131.615
8,4,3.048,71.3,4.97773,131.755
10,4,3.048,71.3,4.97773,131.015
12.5,4,3.048,71.3,4.97773,129.395
16,4,3.048,71.3,4.97773,126.645
20,4,3.048,71.3,4.97773,124.395
25,4,3.048,71.3,4.97773,123.775
31.5,4,3.048,71.3,4.97773,121.775
40,4,3.048,71.3,4.97773,119.535
50,4,3.048,71.3,4.97773,117.785
63,4,3.048,71.3,4.97773,116.165
80,4,3.048,71.3,4.97773,113.665
100,4,3.048,71.3,4.97773,110.905
125,4,3.048,71.3,4.97773,107.405
2.5,4,3.048,39.6,5.79636,123.543
3.15,4,3.048,39.6,5.79636,126.843
4,4,3.048,39.6,5.79636,128.633
5,4,3.048,39.6,5.79636,130.173
6.3,4,3.048,39.6,5.79636,131.073
8,4,3.048,39.6,5.79636,130.723
10,4,3.048,39.6,5.79636,128.723
12.5,4,3.048,39.6,5.79636,126.343
16,4,3.048,39.6,5.79636,123.213
20,4,3.048,39.6,5.79636,120.963
25,4,3.048,39.6,5.79636,120.233
31.5,4,3.048,39.6,5.79636,118.743
40,4,3.048,39.6,5.79636,115.863
50,4,3.048,39.6,5.79636,113.733
12.5,0,2.286,71.3,2.14345,128.144
16,0,2.286,71.3,2.14345,129.134
20,0,2.286,71.3,2.14345,128.244
25,0,2.286,71.3,2.14345,128.354
31.5,0,2.286,71.3,2.14345,127.834
40,0,2.286,71.3,2.14345,125.824
50,0,2.286,71.3,2.14345,124.304
63,0,2.286,71.3,2.14345,122.044
80,0,2.286,71.3,2.14345,118.024
100,0,2.286,71.3,2.14345,118.134
125,0,2.286,71.3,2.14345,117.624
160,0,2.286,71.3,2.14345,114.984
200,0,2.286,71.3,2.14345,114.474
3.15,0,2.286,55.5,2.29336,119.54
4,0,2.286,55.5,2.29336,121.66
5,0,2.286,55.5,2.29336,123.78
6.3,0,2.286,55.5,2.29336,126.16
8,0,2.286,55.5,2.29336,127.53
10,0,2.286,55.5,2.29336,128.29
12.5,0,2.286,55.5,2.29336,127.91
16,0,2.286,55.5,2.29336,126.79
20,0,2.286,55.5,2.29336,126.54
25,0,2.286,55.5,2.29336,126.54
31.5,0,2.286,55.5,2.29336,125.16
40,0,2.286,55.5,2.29336,123.41
50,0,2.286,55.5,2.29336,122.41
63,0,2.286,55.5,2.29336,118.41
3.15,0,2.286,39.6,2.53511,121.055
4,0,2.286,39.6,2.53511,123.565
5,0,2.286,39.6,2.53511,126.195
6.3,0,2.286,39.6,2.53511,128.705
8,0,2.286,39.6,2.53511,130.205
10,0,2.286,39.6,2.53511,130.435
12.5,0,2.286,39.6,2.53511,129.395
16,0,2.286,39.6,2.53511,127.095
20,0,2.286,39.6,2.53511,125.305
25,0,2.286,39.6,2.53511,125.025
31.5,0,2.286,39.6,2.53511,124.625
40,0,2.286,39.6,2.53511,123.465
50,0,2.286,39.6,2.53511,122.175
63,0,2.286,39.6,2.53511,117.465
3.15,0,2.286,31.7,2.7238,120.595
4,0,2.286,31.7,2.7238,123.635
5,0,2.286,31.7,2.7238,126.675
6.3,0,2.286,31.7,2.7238,129.465
8,0,2.286,31.7,2.7238,130.725
10,0,2.286,31.7,2.7238,130.595
12.5,0,2.286,31.7,2.7238,128.805
16,0,2.286,31.7,2.7238,125.625
20,0,2.286,31.7,2.7238,123.455
25,0,2.286,31.7,2.7238,123.445
31.5,0,2.286,31.7,2.7238,123.445
40,0,2.286,31.7,2.7238,122.035
50,0,2.286,31.7,2.7238,120.505
63,0,2.286,31.7,2.7238,116.815
4,2,2.286,71.3,2.93031,125.116
5,2,2.286,71.3,2.93031,126.486
6.3,2,2.286,71.3,2.93031,127.356
8,2,2.286,71.3,2.93031,128.216
10,2,2.286,71.3,2.93031,128.956
12.5,2,2.286,71.3,2.93031,128.816
16,2,2.286,71.3,2.93031,127.796
20,2,2.286,71.3,2.93031,126.896
25,2,2.286,71.3,2.93031,127.006
31.5,2,2.286,71.3,2.93031,126.116
40,2,2.286,71.3,2.93031,124.086
50,2,2.286,71.3,2.93031,122.816
63,2,2.286,71.3,2.93031,120.786
80,2,2.286,71.3,2.93031,115.996
100,2,2.286,71.3,2.93031,113.086
4,2,2.286,55.5,3.13525,122.292
5,2,2.286,55.5,3.13525,124.692
6.3,2,2.286,55.5,3.13525,126.842
8,2,2.286,55.5,3.13525,128.492
10,2,2.286,55.5,3.13525,129.002
12.5,2,2.286,55.5,3.13525,128.762
16,2,2.286,55.5,3.13525,126.752
20,2,2.286,55.5,3.13525,124.612
25,2,2.286,55.5,3.13525,123.862
31.5,2,2.286,55.5,3.13525,123.742
40,2,2.286,55.5,3.13525,122.232
50,2,2.286,55.5,3.13525,120.472
63,2,2.286,55.5,3.13525,118.712
3.15,2,2.286,39.6,3.46574,120.137
4,2,2.286,39.6,3.46574,122.147
5,2,2.286,39.6,3.46574,125.157
6.3,2,2.286,39.6,3.46574,127.417
8,2,2.286,39.6,3.46574,129.037
10,2,2.286,39.6,3.46574,129.147
12.5,2,2.286,39.6,3.46574,128.257
16,2,2.286,39.6,3.46574,125.837
20,2,2.286,39.6,3.46574,122.797
25,2,2.286,39.6,3.46574,121.397
31.5,2,2.286,39.6,3.46574,121.627
40,2,2.286,39.6,3.46574,120.227
50,2,2.286,39.6,3.46574,118.827
63,2,2.286,39.6,3.46574,116.417
3.15,2,2.286,31.7,3.72371,120.147
4,2,2.286,31.7,3.72371,123.417
5,2,2.286,31.7,3.72371,126.677
6.3,2,2.286,31.7,3.72371,129.057
8,2,2.286,31.7,3.72371,130.307
10,2,2.286,31.7,3.72371,130.307
12.5,2,2.286,31.7,3.72371,128.677
16,2,2.286,31.7,3.72371,125.797
20,2,2.286,31.7,3.72371,123.037
25,2,2.286,31.7,3.72371,121.407
31.5,2,2.286,31.7,3.72371,121.527
40,2,2.286,31.7,3.72371,120.527
50,2,2.286,31.7,3.72371,118.267
63,2,2.286,31.7,3.72371,115.137
5,4,2.286,71.3,4.00603,126.758
6.3,4,2.286,71.3,4.00603,129.038
8,4,2.286,71.3,4.00603,130.688
10,4,2.286,71.3,4.00603,131.708
12.5,4,2.286,71.3,4.00603,131.718
16,4,2.286,71.3,4.00603,129.468
20,4,2.286,71.3,4.00603,126.218
25,4,2.286,71.3,4.00603,124.338
31.5,4,2.286,71.3,4.00603,124.108
40,4,2.286,71.3,4.00603,121.728
50,4,2.286,71.3,4.00603,121.118
63,4,2.286,71.3,4.00603,118.618
80,4,2.286,71.3,4.00603,112.848
100,4,2.286,71.3,4.00603,113.108
125,4,2.286,71.3,4.00603,114.258
160,4,2.286,71.3,4.00603,112.768
200,4,2.286,71.3,4.00603,109.638
4,4,2.286,55.5,4.2862,123.274
5,4,2.286,55.5,4.2862,127.314
6.3,4,2.286,55.5,4.2862,129.964
8,4,2.286,55.5,4.2862,131.864
10,4,2.286,55.5,4.2862,132.134
12.5,4,2.286,55.5,4.2862,131.264
16,4,2.286,55.5,4.2862,128.264
20,4,2.286,55.5,4.2862,124.254
25,4,2.286,55.5,4.2862,122.384
31.5,4,2.286,55.5,4.2862,122.394
40,4,2.286,55.5,4.2862,120.654
50,4,2.286,55.5,4.2862,120.034
63,4,2.286,55.5,4.2862,117.154
80,4,2.286,55.5,4.2862,112.524
3.15,4,2.286,39.6,4.73801,122.229
4,4,2.286,39.6,4.73801,123.879
5,4,2.286,39.6,4.73801,127.039
6.3,4,2.286,39.6,4.73801,129.579
8,4,2.286,39.6,4.73801,130.469
10,4,2.286,39.6,4.73801,129.969
12.5,4,2.286,39.6,4.73801,128.339
16,4,2.286,39.6,4.73801,125.319
20,4,2.286,39.6,4.73801,121.659
25,4,2.286,39.6,4.73801,119.649
31.5,4,2.286,39.6,4.73801,120.419
40,4,2.286,39.6,4.73801,119.159
50,4,2.286,39.6,4.73801,117.649
63,4,2.286,39.6,4.73801,114.249
80,4,2.286,39.6,4.73801,113.129
2.5,4,2.286,31.7,5.09068,120.189
3.15,4,2.286,31.7,5.09068,123.609
4,4,2.286,31.7,5.09068,126.149
5,4,2.286,31.7,5.09068,128.939
6.3,4,2.286,31.7,5.09068,130.349
8,4,2.286,31.7,5.09068,130.869
10,4,2.286,31.7,5.09068,129.869
12.5,4,2.286,31.7,5.09068,128.119
16,4,2.286,31.7,5.09068,125.229
20,4,2.286,31.7,5.09068,122.089
25,4,2.286,31.7,5.09068,120.209
31.5,4,2.286,31.7,5.09068,120.229
40,4,2.286,31.7,5.09068,118.859
50,4,2.286,31.7,5.09068,115.969
63,4,2.286,31.7,5.09068,112.699
4,5.3,2.286,71.3,5.1942,127.7
5,5.3,2.286,71.3,5.1942,129.88
6.3,5.3,2.286,71.3,5.1942,131.8
8,5.3,2.286,71.3,5.1942,133.48
10,5.3,2.286,71.3,5.1942,134
12.5,5.3,2.286,71.3,5.1942,133.38
16,5.3,2.286,71.3,5.1942,130.46
20,5.3,2.286,71.3,5.1942,125.89
25,5.3,2.286,71.3,5.1942,123.74
31.5,5.3,2.286,71.3,5.1942,123.12
40,5.3,2.286,71.3,5.1942,120.33
50,5.3,2.286,71.3,5.1942,118.05
63,5.3,2.286,71.3,5.1942,116.92
80,5.3,2.286,71.3,5.1942,114.9
100,5.3,2.286,71.3,5.1942,111.35
2.5,5.3,2.286,39.6,6.14329,127.011
3.15,5.3,2.286,39.6,6.14329,129.691
4,5.3,2.286,39.6,6.14329,131.221
5,5.3,2.286,39.6,6.14329,132.251
6.3,5.3,2.286,39.6,6.14329,132.011
8,5.3,2.286,39.6,6.14329,129.491
10,5.3,2.286,39.6,6.14329,125.581
12.5,5.3,2.286,39.6,6.14329,125.721
16,5.3,2.286,39.6,6.14329,123.081
20,5.3,2.286,39.6,6.14329,117.911
25,5.3,2.286,39.6,6.14329,116.151
31.5,5.3,2.286,39.6,6.14329,118.441
40,5.3,2.286,39.6,6.14329,115.801
50,5.3,2.286,39.6,6.14329,115.311
63,5.3,2.286,39.6,6.14329,112.541
2,7.3,2.286,71.3,10.4404,138.758
2.5,7.3,2.286,71.3,10.4404,139.918
3.15,7.3,2.286,71.3,10.4404,139.808
4,7.3,2.286,71.3,10.4404,139.438
5,7.3,2.286,71.3,10.4404,136.798
6.3,7.3,2.286,71.3,10.4404,133.768
8,7.3,2.286,71.3,10.4404,130.748
10,7.3,2.286,71.3,10.4404,126.838
12.5,7.3,2.286,71.3,10.4404,127.358
16,7.3,2.286,71.3,10.4404,125.728
20,7.3,2.286,71.3,10.4404,122.708
25,7.3,2.286,71.3,10.4404,122.088
31.5,7.3,2.286,71.3,10.4404,120.458
40,7.3,2.286,71.3,10.4404,119.208
50,7.3,2.286,71.3,10.4404,115.298
63,7.3,2.286,71.3,10.4404,115.818
2,7.3,2.286,55.5,11.1706,135.234
2.5,7.3,2.286,55.5,11.1706,136.384
3.15,7.3,2.286,55.5,11.1706,136.284
4,7.3,2.286,55.5,11.1706,135.924
5,7.3,2.286,55.5,11.1706,133.174
6.3,7.3,2.286,55.5,11.1706,130.934
8,7.3,2.286,55.5,11.1706,128.444
10,7.3,2.286,55.5,11.1706,125.194
12.5,7.3,2.286,55.5,11.1706,125.724
16,7.3,2.286,55.5,11.1706,123.354
20,7.3,2.286,55.5,11.1706,120.354
25,7.3,2.286,55.5,11.1706,118.994
31.5,7.3,2.286,55.5,11.1706,117.134
40,7.3,2.286,55.5,11.1706,117.284
50,7.3,2.286,55.5,11.1706,113.144
63,7.3,2.286,55.5,11.1706,111.534
2,7.3,2.286,39.6,12.3481,130.989
2.5,7.3,2.286,39.6,12.3481,131.889
3.15,7.3,2.286,39.6,12.3481,132.149
4,7.3,2.286,39.6,12.3481,132.039
5,7.3,2.286,39.6,12.3481,130.299
6.3,7.3,2.286,39.6,12.3481,128.929
8,7.3,2.286,39.6,12.3481,126.299
10,7.3,2.286,39.6,12.3481,122.539
12.5,7.3,2.286,39.6,12.3481,123.189
16,7.3,2.286,39.6,12.3481,121.059
20,7.3,2.286,39.6,12.3481,117.809
25,7.3,2.286,39.6,12.3481,116.559
31.5,7.3,2.286,39.6,12.3481,114.309
40,7.3,2.286,39.6,12.3481,114.079
50,7.3,2.286,39.6,12.3481,111.959
63,7.3,2.286,39.6,12.3481,110.839
2,7.3,2.286,31.7,13.2672,128.679
2.5,7.3,2.286,31.7,13.2672,130.089
3.15,7.3,2.286,31.7,13.2672,130.239
4,7.3,2.286,31.7,13.2672,130.269
5,7.3,2.286,31.7,13.2672,128.169
6.3,7.3,2.286,31.7,13.2672,126.189
8,7.3,2.286,31.7,13.2672,123.209
10,7.3,2.286,31.7,13.2672,119.099
12.5,7.3,2.286,31.7,13.2672,120.509
16,7.3,2.286,31.7,13.2672,119.039
20,7.3,2.286,31.7,13.2672,115.309
25,7.3,2.286,31.7,13.2672,114.709
31.5,7.3,2.286,31.7,13.2672,113.229
40,7.3,2.286,31.7,13.2672,112.639
50,7.3,2.286,31.7,13.2672,111.029
63,7.3,2.286,31.7,13.2672,110.689
8,0,1.524,71.3,1.5988,125.817
10,0,1.524,71.3,1.5988,127.307
12.5,0,1.524,71.3,1.5988,128.927
16,0,1.524,71.3,1.5988,129.667
20,0,1.524,71.3,1.5988,128.647
25,0,1.524,71.3,1.5988,128.127
31.5,0,1.524,71.3,1.5988,129.377
40,0,1.524,71.3,1.5988,128.857
50,0,1.524,71.3,1.5988,126.457
63,0,1.524,71.3,1.5988,125.427
80,0,1.524,71.3,1.5988,122.527
100,0,1.524,71.3,1.5988,120.247
125,0,1.524,71.3,1.5988,117.087
160,0,1.524,71.3,1.5988,113.297
5,0,1.524,55.5,1.72668,120.573
6.3,0,1.524,55.5,1.72668,123.583
8,0,1.524,55.5,1.72668,126.713
10,0,1.524,55.5,1.72668,128.583
12.5,0,1.524,55.5,1.72668,129.953
16,0,1.524,55.5,1.72668,130.183
20,0,1.524,55.5,1.72668,129.673
25,0,1.524,55.5,1.72668,127.763
31.5,0,1.524,55.5,1.72668,127.753
40,0,1.524,55.5,1.72668,127.233
50,0,1.524,55.5,1.72668,125.203
63,0,1.524,55.5,1.72668,123.303
80,0,1.524,55.5,1.72668,121.903
100,0,1.524,55.5,1.72668,119.253
125,0,1.524,55.5,1.72668,117.093
160,0,1.524,55.5,1.72668,112.803
5,0,1.524,39.6,1.93287,119.513
6.3,0,1.524,39.6,1.93287,124.403
8,0,1.524,39.6,1.93287,127.903
10,0,1.524,39.6,1.93287,130.033
12.5,0,1.524,39.6,1.93287,131.023
16,0,1.524,39.6,1.93287,131.013
20,0,1.524,39.6,1.93287,129.633
25,0,1.524,39.6,1.93287,126.863
31.5,0,1.524,39.6,1.93287,125.603
40,0,1.524,39.6,1.93287,125.343
50,0,1.524,39.6,1.93287,123.453
63,0,1.524,39.6,1.93287,121.313
80,0,1.524,39.6,1.93287,120.553
100,0,1.524,39.6,1.93287,115.413
5,0,1.524,31.7,2.09405,121.617
6.3,0,1.524,31.7,2.09405,125.997
8,0,1.524,31.7,2.09405,129.117
10,0,1.524,31.7,2.09405,130.987
12.5,0,1.524,31.7,2.09405,131.467
16,0,1.524,31.7,2.09405,130.817
20,0,1.524,31.7,2.09405,128.907
25,0,1.524,31.7,2.09405,125.867
31.5,0,1.524,31.7,2.09405,124.207
40,0,1.524,31.7,2.09405,123.807
50,0,1.524,31.7,2.09405,122.397
63,0,1.524,31.7,2.09405,119.737
80,0,1.524,31.7,2.09405,117.957
6.3,2.7,1.524,71.3,2.43851,127.404
8,2.7,1.524,71.3,2.43851,127.394
10,2.7,1.524,71.3,2.43851,128.774
12.5,2.7,1.524,71.3,2.43851,130.144
16,2.7,1.524,71.3,2.43851,130.644
20,2.7,1.524,71.3,2.43851,130.114
25,2.7,1.524,71.3,2.43851,128.334
31.5,2.7,1.524,71.3,2.43851,127.054
40,2.7,1.524,71.3,2.43851,126.534
50,2.7,1.524,71.3,2.43851,124.364
63,2.7,1.524,71.3,2.43851,121.944
80,2.7,1.524,71.3,2.43851,120.534
100,2.7,1.524,71.3,2.43851,116.724
125,2.7,1.524,71.3,2.43851,113.034
160,2.7,1.524,71.3,2.43851,110.364
5,2.7,1.524,39.6,2.94804,121.009
6.3,2.7,1.524,39.6,2.94804,125.809
8,2.7,1.524,39.6,2.94804,128.829
10,2.7,1.524,39.6,2.94804,130.589
12.5,2.7,1.524,39.6,2.94804,130.829
16,2.7,1.524,39.6,2.94804,130.049
20,2.7,1.524,39.6,2.94804,128.139
25,2.7,1.524,39.6,2.94804,125.589
31.5,2.7,1.524,39.6,2.94804,122.919
40,2.7,1.524,39.6,2.94804,121.889
50,2.7,1.524,39.6,2.94804,121.499
63,2.7,1.524,39.6,2.94804,119.209
80,2.7,1.524,39.6,2.94804,116.659
100,2.7,1.524,39.6,2.94804,112.589
125,2.7,1.524,39.6,2.94804,108.649
4,5.4,1.524,71.3,4.01199,124.121
5,5.4,1.524,71.3,4.01199,126.291
6.3,5.4,1.524,71.3,4.01199,128.971
8,5.4,1.524,71.3,4.01199,131.281
10,5.4,1.524,71.3,4.01199,133.201
12.5,5.4,1.524,71.3,4.01199,134.111
16,5.4,1.524,71.3,4.01199,133.241
20,5.4,1.524,71.3,4.01199,131.111
25,5.4,1.524,71.3,4.01199,127.591
31.5,5.4,1.524,71.3,4.01199,123.311
40,5.4,1.524,71.3,4.01199,121.431
50,5.4,1.524,71.3,4.01199,120.061
63,5.4,1.524,71.3,4.01199,116.411
4,5.4,1.524,55.5,4.33288,126.807
5,5.4,1.524,55.5,4.33288,129.367
6.3,5.4,1.524,55.5,4.33288,131.807
8,5.4,1.524,55.5,4.33288,133.097
10,5.4,1.524,55.5,4.33288,132.127
12.5,5.4,1.524,55.5,4.33288,130.777
16,5.4,1.524,55.5,4.33288,130.567
20,5.4,1.524,55.5,4.33288,128.707
25,5.4,1.524,55.5,4.33288,124.077
31.5,5.4,1.524,55.5,4.33288,121.587
40,5.4,1.524,55.5,4.33288,119.737
50,5.4,1.524,55.5,4.33288,118.757
63,5.4,1.524,55.5,4.33288,117.287
80,5.4,1.524,55.5,4.33288,114.927
3.15,5.4,1.524,39.6,4.85029,125.347
4,5.4,1.524,39.6,4.85029,127.637
5,5.4,1.524,39.6,4.85029,129.937
6.3,5.4,1.524,39.6,4.85029,132.357
8,5.4,1.524,39.6,4.85029,132.757
10,5.4,1.524,39.6,4.85029,130.507
12.5,5.4,1.524,39.6,4.85029,127.117
16,5.4,1.524,39.6,4.85029,126.267
20,5.4,1.524,39.6,4.85029,124.647
25,5.4,1.524,39.6,4.85029,120.497
31.5,5.4,1.524,39.6,4.85029,119.137
40,5.4,1.524,39.6,4.85029,117.137
50,5.4,1.524,39.6,4.85029,117.037
63,5.4,1.524,39.6,4.85029,116.677
3.15,5.4,1.524,31.7,5.25474,125.741
4,5.4,1.524,31.7,5.25474,127.781
5,5.4,1.524,31.7,5.25474,129.681
6.3,5.4,1.524,31.7,5.25474,131.471
8,5.4,1.524,31.7,5.25474,131.491
10,5.4,1.524,31.7,5.25474,128.241
12.5,5.4,1.524,31.7,5.25474,123.991
16,5.4,1.524,31.7,5.25474,123.761
20,5.4,1.524,31.7,5.25474,122.771
25,5.4,1.524,31.7,5.25474,119.151
31.5,5.4,1.524,31.7,5.25474,118.291
40,5.4,1.524,31.7,5.25474,116.181
50,5.4,1.524,31.7,5.25474,115.691
63,5.4,1.524,31.7,5.25474,115.591
3.15,7.2,1.524,71.3,7.52039,128.713
4,7.2,1.524,71.3,7.52039,130.123
5,7.2,1.524,71.3,7.52039,132.043
6.3,7.2,1.524,71.3,7.52039,134.853
8,7.2,1.524,71.3,7.52039,136.023
10,7.2,1.524,71.3,7.52039,134.273
12.5,7.2,1.524,71.3,7.52039,132.513
16,7.2,1.524,71.3,7.52039,130.893
20,7.2,1.524,71.3,7.52039,128.643
25,7.2,1.524,71.3,7.52039,124.353
31.5,7.2,1.524,71.3,7.52039,116.783
40,7.2,1.524,71.3,7.52039,119.343
50,7.2,1.524,71.3,7.52039,118.343
63,7.2,1.524,71.3,7.52039,116.603
80,7.2,1.524,71.3,7.52039,113.333
100,7.2,1.524,71.3,7.52039,110.313
2.5,7.2,1.524,39.6,9.09175,127.488
3.15,7.2,1.524,39.6,9.09175,130.558
4,7.2,1.524,39.6,9.09175,132.118
5,7.2,1.524,39.6,9.09175,132.658
6.3,7.2,1.524,39.6,9.09175,133.198
8,7.2,1.524,39.6,9.09175,132.358
10,7.2,1.524,39.6,9.09175,128.338
12.5,7.2,1.524,39.6,9.09175,122.428
16,7.2,1.524,39.6,9.09175,120.058
20,7.2,1.524,39.6,9.09175,120.228
25,7.2,1.524,39.6,9.09175,117.478
31.5,7.2,1.524,39.6,9.09175,111.818
40,7.2,1.524,39.6,9.09175,114.258
50,7.2,1.524,39.6,9.09175,113.288
63,7.2,1.524,39.6,9.09175,112.688
80,7.2,1.524,39.6,9.09175,111.588
