theta: 133.387990255 -0.197240368603 -0.471154018701 -3.74447891984 0.0472287863925 -0.0623864572991
exact: 126.465 exp: 122.188974484 err: 4.27602551614 err_pct: 3.38119283291
exact: 126.345 exp: 121.853665857 err: 4.49133414277 err_pct: 3.55481747815
exact: 113.525 exp: 117.218517195 err: -3.69351719506 err_pct: 3.25348354553
exact: 122.149 exp: 120.964692378 err: 1.18430762244 err_pct: 0.969559818287
exact: 116.859 exp: 118.992288692 err: -2.13328869153 err_pct: 1.82552365802
exact: 108.689 exp: 110.510952842 err: -1.8219528416 err_pct: 1.67629920379
exact: 128.354 exp: 121.703537646 err: 6.65046235435 err_pct: 5.18134405967
exact: 123.054 exp: 120.520095434 err: 2.53390456597 err_pct: 2.0591809823
exact: 120.154 exp: 119.632513775 err: 0.521486224679 err_pct: 0.434014868152
exact: 113.334 exp: 115.884946772 err: -2.55094677186 err_pct: 2.25082214681
exact: 116.02 exp: 119.349742452 err: -3.3297424521 err_pct: 2.86997280822
exact: 114.9 exp: 118.98484777 err: -4.08484777018 err_pct: 3.55513295926
exact: 134.826 exp: 127.846386884 err: 6.97961311614 err_pct: 5.17675605309
exact: 134.556 exp: 124.197440065 err: 10.3585599353 err_pct: 7.6983262993
exact: 125.376 exp: 109.404412419 err: 15.9715875805 err_pct: 12.7389512989
exact: 127.638 exp: 131.334252249 err: -3.6962522492 err_pct: 2.89588700011
exact: 129.148 exp: 130.841151328 err: -1.6931513277 err_pct: 1.31101629735
exact: 132.918 exp: 129.361848563 err: 3.55615143683 err_pct: 2.67544759688
exact: 135.938 exp: 127.093584324 err: 8.84441567576 err_pct: 6.50621288805
exact: 131.918 exp: 120.880512713 err: 11.0374872868 err_pct: 8.3669304316
exact: 133.01 exp: 128.987472085 err: 4.02252791464 err_pct: 3.02422969299
exact: 119.07 exp: 108.277233382 err: 10.792766618 err_pct: 9.06421988574
exact: 129.308 exp: 120.359136958 err: 8.94886304191 err_pct: 6.92057957892
exact: 133.847 exp: 126.350941553 err: 7.49605844678 err_pct: 5.60046803199
exact: 120.397 exp: 115.50272128 err: 4.89427871994 err_pct: 4.06511683841
exact: 116.967 exp: 111.557913908 err: 5.409086092 err_pct: 4.6244548394
exact: 134.476 exp: 126.620361279 err: 7.85563872138 err_pct: 5.84166596373
exact: 134.226 exp: 125.634159436 err: 8.5918405644 err_pct: 6.40102555719
exact: 126.152 exp: 128.566769421 err: -2.41476942093 err_pct: 1.91417450451
exact: 128.402 exp: 123.596312132 err: 4.80568786787 err_pct: 3.7426892633
exact: 115.812 exp: 119.947365313 err: -4.13536531298 err_pct: 3.57075718663
exact: 129.965 exp: 125.100303562 err: 4.86469643782 err_pct: 3.74308193577
exact: 127.465 exp: 124.114101719 err: 3.35089828084 err_pct: 2.62887716694
exact: 118.955 exp: 121.15549619 err: -2.20049619012 err_pct: 1.84985598766
exact: 122.966 exp: 127.676726321 err: -4.71072632078 err_pct: 3.83091775026
exact: 125.856 exp: 127.420313842 err: -1.5643138416 err_pct: 1.2429394241
exact: 129.296 exp: 125.507082266 err: 3.78891773385 err_pct: 2.93042146227
exact: 127.686 exp: 124.718120792 err: 2.96787920826 err_pct: 2.32435757112
exact: 127.101 exp: 128.205279275 err: -1.1042792752 err_pct: 0.868820288746
exact: 133.311 exp: 124.753572825 err: 8.55742717535 err_pct: 6.4191455884
exact: 130.541 exp: 123.767370982 err: 6.77362901837 err_pct: 5.18889009458
exact: 122.471 exp: 120.808765453 err: 1.66223454741 err_pct: 1.35724746872
exact: 119.67 exp: 120.927279352 err: -1.25727935204 err_pct: 1.05062200388
exact: 124.835 exp: 125.455653955 err: -0.620653955371 err_pct: 0.497179441159
exact: 131.515 exp: 124.370831928 err: 7.14416807194 err_pct: 5.43220778766
exact: 115.215 exp: 113.522611655 err: 1.69238834511 err_pct: 1.46889584265
exact: 127.22 exp: 124.168575137 err: 3.05142486285 err_pct: 2.39854178812
exact: 130.4 exp: 123.182373294 err: 7.21762670586 err_pct: 5.53498980511
exact: 123.46 exp: 118.941705369 err: 4.51829463082 err_pct: 3.65972349816
exact: 120.92 exp: 117.265162236 err: 3.65483776395 err_pct: 3.02252544157
exact: 122.413 exp: 119.406276189 err: 3.00672381119 err_pct: 2.45621282968
exact: 120.513 exp: 118.124213793 err: 2.38878620711 err_pct: 1.98218134733
exact: 119.975 exp: 123.524404686 err: -3.54940468618 err_pct: 2.95845358298
exact: 123.695 exp: 122.93268358 err: 0.762316419633 err_pct: 0.616287173801
exact: 121.485 exp: 120.763039526 err: 0.721960474265 err_pct: 0.594279519501
exact: 115.635 exp: 116.029270679 err: -0.394270679263 err_pct: 0.34096136919
exact: 124.555 exp: 121.86503045 err: 2.68996955003 err_pct: 2.15966404402
exact: 121.885 exp: 121.470549713 err: 0.414450287234 err_pct: 0.340033873926
exact: 127.224 exp: 121.305112307 err: 5.91888769339 err_pct: 4.65233579622
exact: 129.864 exp: 121.176906067 err: 8.68709393298 err_pct: 6.68937806704
exact: 119.174 exp: 120.220290279 err: -1.0462902793 err_pct: 0.877951800978
exact: 118.634 exp: 119.332708621 err: -0.698708620584 err_pct: 0.588961529228
exact: 116.184 exp: 116.867204013 err: -0.683204013047 err_pct: 0.588036229642
exact: 108.684 exp: 113.908598484 err: -5.224598484 err_pct: 4.80714593133
exact: 133.707 exp: 130.848298733 err: 2.85870126665 err_pct: 2.1380341094
exact: 129.867 exp: 120.00007846 err: 9.86692153981 err_pct: 7.59771269053
exact: 130.503 exp: 128.81929733 err: 1.68370266957 err_pct: 1.29016395759
exact: 131.453 exp: 110.377322866 err: 21.0756771339 err_pct: 16.0328612766
exact: 121.933 exp: 95.5842952208 err: 26.3487047792 err_pct: 21.6091663284
exact: 131.836 exp: 129.349412984 err: 2.48658701585 err_pct: 1.88612140527
exact: 125.127 exp: 131.934224351 err: -6.80722435057 err_pct: 5.44025218424
exact: 127.947 exp: 131.441123429 err: -3.49412342907 err_pct: 2.73091469832
exact: 129.267 exp: 130.750782139 err: -1.48378213896 err_pct: 1.14784294441
exact: 137.207 exp: 118.127398548 err: 19.0796014516 err_pct: 13.9057055774
exact: 134.227 exp: 114.182591176 err: 20.0444088237 err_pct: 14.9332167326
exact: 119.708 exp: 94.0417488621 err: 25.6662511379 err_pct: 21.4407150214
exact: 129.144 exp: 127.811064772 err: 1.3329352284 err_pct: 1.03213097659
exact: 126.944 exp: 113.018037126 err: 13.9259628736 err_pct: 10.9701623343
exact: 116.128 exp: 130.628235377 err: -14.5002353768 err_pct: 12.4864247871
exact: 135.248 exp: 121.75241879 err: 13.4955812103 err_pct: 9.9783961392
exact: 127.206 exp: 129.487987824 err: -2.28198782434 err_pct: 1.79393096579
exact: 131.656 exp: 128.600406166 err: 3.05559383437 err_pct: 2.32089219965
exact: 133.756 exp: 127.910064876 err: 5.84593512448 err_pct: 4.37059655229
exact: 134.976 exp: 127.121103401 err: 7.8548965989 err_pct: 5.81947649871
exact: 127.246 exp: 118.639767551 err: 8.60623244882 err_pct: 6.76346010784
exact: 125.452 exp: 129.069479212 err: -3.61747921228 err_pct: 2.88355642977
exact: 129.014 exp: 127.972639038 err: 1.0413609623 err_pct: 0.807168960192
exact: 131.184 exp: 126.394716089 err: 4.78928391113 err_pct: 3.65081405593
exact: 127.864 exp: 121.660947242 err: 6.2030527576 err_pct: 4.85128946193
exact: 131.036 exp: 126.014399297 err: 5.02160070263 err_pct: 3.83222984724
exact: 130.086 exp: 124.23923598 err: 5.84676402006 err_pct: 4.49453747525
exact: 128.878 exp: 127.81811776 err: 1.05988223986 err_pct: 0.822391905413
exact: 133.048 exp: 126.595227475 err: 6.4527725252 err_pct: 4.84995830467
exact: 133.758 exp: 122.847660471 err: 10.9103395287 err_pct: 8.15677531711
exact: 131.808 exp: 121.171117338 err: 10.6368826618 err_pct: 8.06998259725
exact: 128.978 exp: 119.198713652 err: 9.77928634781 err_pct: 7.58213520741
exact: 120.538 exp: 113.281502594 err: 7.2564974059 err_pct: 6.0200910965
exact: 121.547 exp: 127.017793269 err: -5.470793269 err_pct: 4.50096939373
exact: 125.527 exp: 126.721932716 err: -1.1949327161 err_pct: 0.951932824091
exact: 128.867 exp: 126.268279868 err: 2.59872013169 err_pct: 2.01659085079
exact: 130.777 exp: 125.045389583 err: 5.73161041703 err_pct: 4.38273581519
exact: 125.107 exp: 117.64887576 err: 7.45812423964 err_pct: 5.96139643636
exact: 120.607 exp: 111.731664702 err: 8.87533529773 err_pct: 7.35888903441
exact: 126.406 exp: 123.445707748 err: 2.96029225248 err_pct: 2.34189219853
exact: 126.536 exp: 120.388482034 err: 6.14751796582 err_pct: 4.85831539311
exact: 123.126 exp: 116.739535215 err: 6.38646478498 err_pct: 5.18693434772
exact: 110.491 exp: 125.333128378 err: -14.8421283777 err_pct: 13.4328844681
exact: 111.911 exp: 125.204922138 err: -13.2939221381 err_pct: 11.8790129103
exact: 119.621 exp: 124.840027456 err: -5.21902745618 err_pct: 4.36296925806
exact: 131.364 exp: 122.569235791 err: 8.79476420923 err_pct: 6.69495768188
exact: 139.226 exp: 123.05610403 err: 16.1698959704 err_pct: 11.6141352695
exact: 126.846 exp: 121.478181081 err: 5.36781891919 err_pct: 4.23176049635
exact: 123.466 exp: 118.420955367 err: 5.04504463254 err_pct: 4.08618132323
exact: 131.817 exp: 120.852659301 err: 10.964340699 err_pct: 8.31785027655
exact: 127.197 exp: 120.063697827 err: 7.13330217345 err_pct: 5.60807422616
exact: 124.155 exp: 131.632865288 err: -7.47786528821 err_pct: 6.02300776304
exact: 132.095 exp: 128.930672238 err: 3.16432776165 err_pct: 2.3954939715
exact: 132.595 exp: 127.944470395 err: 4.65052960467 err_pct: 3.50731898237
exact: 127.92 exp: 130.54453485 err: -2.62453485022 err_pct: 2.05170016434
exact: 131.78 exp: 125.909386188 err: 5.87061381195 err_pct: 4.45485947181
exact: 129.5 exp: 124.232843055 err: 5.26715694507 err_pct: 4.06730266029
exact: 128.401 exp: 129.784645314 err: -1.38364531383 err_pct: 1.0775969921
exact: 130.781 exp: 129.390164577 err: 1.39083542338 err_pct: 1.06348431606
exact: 133.261 exp: 128.206722365 err: 5.054277635 err_pct: 3.7927658017
exact: 127.801 exp: 123.472953519 err: 4.32804648147 err_pct: 3.38655134269
exact: 122.341 exp: 115.583338774 err: 6.75766122559 err_pct: 5.52362758649
exact: 129.053 exp: 129.409192171 err: -0.35619217053 err_pct: 0.276004564427
exact: 132.003 exp: 126.056105904 err: 5.94689409572 err_pct: 4.50512041069
exact: 129.973 exp: 124.774043508 err: 5.19895649164 err_pct: 4.00002807632
exact: 126.933 exp: 123.097500375 err: 3.83549962476 err_pct: 3.02167255541
exact: 124.393 exp: 121.125096689 err: 3.26790331079 err_pct: 2.62707974789
exact: 132.114 exp: 125.056598809 err: 7.05740119114 err_pct: 5.34190259257
exact: 132.769 exp: 128.046547991 err: 4.72245200935 err_pct: 3.556893559
exact: 127.251 exp: 128.503504116 err: -1.25250411574 err_pct: 0.984278407037
exact: 133.211 exp: 127.28061383 err: 5.9303861696 err_pct: 4.4518742218
exact: 118.091 exp: 113.96688895 err: 4.1241110503 err_pct: 3.49231613781
exact: 124.458 exp: 123.282821667 err: 1.17517833319 err_pct: 0.944236877653
exact: 129.653 exp: 124.77798127 err: 4.87501873008 err_pct: 3.76005085118
exact: 130.955 exp: 126.950284708 err: 4.00471529186 err_pct: 3.05808506118
exact: 127.375 exp: 124.780640654 err: 2.59435934649 err_pct: 2.03678849578
exact: 122.235 exp: 123.991679179 err: -1.75667917909 err_pct: 1.43713271902
exact: 130.206 exp: 126.567912283 err: 3.63808771714 err_pct: 2.79410143706
exact: 132.886 exp: 125.976191177 err: 6.90980882294 err_pct: 5.19980195276
exact: 124.346 exp: 124.398268228 err: -0.0522682282314 err_pct: 0.0420345071264
exact: 120.446 exp: 123.609306754 err: -3.16330675382 err_pct: 2.62632777661
exact: 138.523 exp: 127.128410022 err: 11.3945899785 err_pct: 8.22577476554
exact: 120.243 exp: 120.22499712 err: 0.0180028795738 err_pct: 0.0149720811805
exact: 127.71 exp: 124.017773936 err: 3.69222606399 err_pct: 2.89110176493
exact: 113.11 exp: 114.057135322 err: -0.947135321557 err_pct: 0.837357723947
exact: 127.318 exp: 123.470530145 err: 3.84746985525 err_pct: 3.02193708294
exact: 127.928 exp: 123.076049408 err: 4.85195059246 err_pct: 3.79271980525
exact: 136.414 exp: 123.323366179 err: 13.0906338205 err_pct: 9.59625391859
exact: 124.214 exp: 121.646823046 err: 2.56717695363 err_pct: 2.06673720646
exact: 116.914 exp: 117.899256043 err: -0.98525604291 err_pct: 0.842718616171
exact: 122.435 exp: 121.139222082 err: 1.29577791756 err_pct: 1.05833945977
exact: 114.085 exp: 119.166818396 err: -5.08181839641 err_pct: 4.45441416173
exact: 110.905 exp: 115.222011024 err: -4.31701102435 err_pct: 3.89253056611
exact: 107.985 exp: 110.685482546 err: -2.70048254648 err_pct: 2.50079413481
exact: 125.857 exp: 122.179986518 err: 3.67701348196 err_pct: 2.92158043014
exact: 120.037 exp: 121.095164491 err: -1.05816449073 err_pct: 0.881531936592
exact: 114.477 exp: 119.517241542 err: -5.0402415419 err_pct: 4.40284209221
exact: 108.407 exp: 114.783472695 err: -6.37647269543 err_pct: 5.88197505275
exact: 113.298 exp: 114.983490713 err: -1.68549071292 err_pct: 1.48766148822
exact: 118.214 exp: 118.341309148 err: -0.127309148213 err_pct: 0.107693799561
exact: 114.554 exp: 117.650967858 err: -3.0969678581 err_pct: 2.70350040863
Size of tesing dataset: 301
Total err_pct: 4.06251663787
